Year,Investigation.Type,Country,Injury.Severity,Make.Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
2020,Accident,Guatemala,Fatal,Quest Kodiak 100,Commercial,2.0,0.0,0.0,0.0
2020,Accident,United States,Non-Fatal,Diamond Da40,Instructional,0.0,0.0,0.0,1.0
2020,Accident,United States,Fatal,Cessna 177,Instructional,2.0,0.0,0.0,0.0
2020,Accident,United States,Non-Fatal,Aerospatiale As355,Business,0.0,0.0,0.0,1.0
2020,Accident,United States,Non-Fatal,Bombardier Cl600 2C10,Commercial,0.0,0.0,1.0,60.0
2020,Accident,United States,Non-Fatal,American Al3,Instructional,0.0,0.0,0.0,2.0
2020,Accident,Argentina,Fatal,Piper Pa11,Instructional,2.0,0.0,0.0,0.0
2020,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Robinson R44,Instructional,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Piper Pa32R,Instructional,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2020,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Aero 500,Business,0.0,0.0,0.0,2.0
2020,Incident,Senegal,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,6.0
2020,Accident,United States,Fatal,Piper Pa38,Instructional,2.0,0.0,0.0,0.0
2020,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,0.0,0.0,1.0
2020,Incident,Mexico,Non-Fatal,Boeing 757,Commercial,0.0,0.0,0.0,0.0
2020,Incident,Somalia,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,39.0
2020,Accident,United States,Non-Fatal,Piper Pa38,Instructional,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Cessna 551,Business,0.0,1.0,0.0,2.0
2020,Incident,Poland,Non-Fatal,Boeing 737,Business,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2020,Accident,United States,Fatal,Robinson R44,Business,2.0,0.0,0.0,0.0
2020,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2020,Accident,United States,Fatal,Rans S12Xl,Instructional,2.0,0.0,0.0,0.0
2020,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,0.0,3.0,0.0
2020,Accident,United States,Non-Fatal,Cessna 150K,Instructional,0.0,0.0,0.0,1.0
2020,Accident,United States,Non-Fatal,Airbus A320-232,Commercial,0.0,0.0,1.0,139.0
2020,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2020,Incident,Iceland,Non-Fatal,Airbus A330,Commercial,0.0,0.0,0.0,0.0
2020,Incident,Philippines,Non-Fatal,Boeing 737-824,Commercial,0.0,0.0,0.0,129.0
2020,Accident,South Africa,Non-Fatal,Beech 1900,Commercial,0.0,0.0,0.0,2.0
2020,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,1.0,0.0,1.0
2020,Incident,Colombia,Non-Fatal,Airbus A319-115,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Bell 47D,Instructional,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Diamond Da 40,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 170B,Instructional,0.0,1.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Air At-502,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Hughes 269C,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,American Aa5,Instructional,0.0,0.0,0.0,2.0
2021,Accident,South Africa,Fatal,Bell 206,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,1.0,0.0,2.0
2021,Accident,South Africa,Fatal,Air At402,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa-32-301,Instructional,0.0,0.0,0.0,4.0
2021,Accident,United States,Non-Fatal,Piper Pa-14,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Robinson R22,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Beech 300,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Rivers Vans Rv6A,Instructional,0.0,1.0,1.0,0.0
2021,Incident,United States,Non-Fatal,Boeing 767-338,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna T182T,Instructional,0.0,2.0,0.0,0.0
2021,Accident,Brazil,Non-Fatal,Cessna 188,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Fatal,Cessna 182Q,Instructional,2.0,0.0,0.0,0.0
2021,Accident,United States,Fatal,Cessna 185,Business,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-44-180,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Airbus A320,Commercial,0.0,0.0,1.0,95.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Md 369,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Aero S2R,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2021,Accident,Brazil,Non-Fatal,Piper Pa36,Aerial Application,0.0,0.0,0.0,1.0
2021,Incident,Germany,Non-Fatal,Boeing 757,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 150G,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Beech B100,Business,0.0,0.0,0.0,3.0
2021,Incident,United States,Non-Fatal,Boeing 777-222,Commercial,0.0,0.0,0.0,239.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-181,Instructional,0.0,0.0,0.0,2.0
2021,Accident,Russia,Non-Fatal,Robinson R66,Commercial,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Diamond Da 40,Instructional,0.0,1.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa-23,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 150J,Instructional,0.0,0.0,0.0,2.0
2021,Incident,Colombia,Non-Fatal,Cessna 150,Instructional,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Vashon Ranger R7,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Aermacchi Impala Mb-326M,Instructional,0.0,1.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Beech Sierra,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Bell 206B,Aerial Application,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 208B,Business,0.0,0.0,0.0,5.0
2021,Accident,United States,Non-Fatal,Boeing 777-223,Commercial,0.0,0.0,1.0,261.0
2021,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Bombardier Cl-600-2C10,Commercial,0.0,0.0,1.0,65.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,2.0
2021,Accident,Mexico,Non-Fatal,Cessna 188,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Beech A36,Business,0.0,0.0,0.0,2.0
2021,Incident,Turks And Caicos,Non-Fatal,Boeing 747,Commercial,0.0,0.0,0.0,0.0
2021,Incident,Spain,Non-Fatal,Boeing 757-24Apf,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Diamond Da20-C1,Instructional,0.0,0.0,0.0,1.0
2021,Incident,United States,Non-Fatal,Bombardier Cl-600-2C10,Commercial,0.0,0.0,0.0,0.0
2021,Incident,Peru,Non-Fatal,Airbus A320,Commercial,0.0,0.0,0.0,116.0
2021,Accident,United States,Non-Fatal,Embraer Emb-145Lr,Commercial,0.0,2.0,2.0,0.0
2021,Accident,Mexico,Fatal,Cessna T206H,Commercial,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Ayres S2R-G6,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,1.0,0.0
2021,Incident,Malta,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,0.0
2021,Incident,Philippines,Non-Fatal,Piper Pa-34-200T,Commercial,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 208B,Business,0.0,0.0,0.0,5.0
2021,Accident,United States,Non-Fatal,Piper Pa-23-250,Instructional,0.0,0.0,2.0,0.0
2021,Accident,United States,Non-Fatal,Forisch Bushby Mustang M Ii,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-32R-300,Business,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Vans Rv-7,Business,0.0,0.0,0.0,1.0
2021,Accident,United States,Fatal,Cessna A188,Aerial Application,1.0,0.0,0.0,0.0
2021,Incident,Mexico,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Beech C-99,Business,0.0,0.0,0.0,9.0
2021,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Thrush S2R-T660,Aerial Application,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa28R,Instructional,0.0,2.0,0.0,0.0
2021,Accident,Spain,Non-Fatal,Diamond A20-C1,Commercial,0.0,0.0,0.0,1.0
2021,Accident,United States,Fatal,Consolidated Bt-13A,Instructional,1.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Flight Ctsw,Instructional,0.0,1.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa28,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United Kingdom,Non-Fatal,Spitfire Mk26,Commercial,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Mobi-Light Ccx-2300,Instructional,0.0,0.0,0.0,2.0
2021,Incident,Netherlands,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,65.0
2021,Accident,United States,Non-Fatal,Cessna 402C,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Diamond Da 42,Instructional,0.0,0.0,0.0,2.0
2021,Accident,Germany,Non-Fatal,Mooney M20M,Commercial,0.0,0.0,0.0,1.0
2021,Incident,Brazil,Non-Fatal,Cessna 150,Instructional,0.0,0.0,0.0,2.0
2021,Incident,United States,Non-Fatal,Airbus A319-112,Commercial,0.0,0.0,0.0,130.0
2021,Accident,United States,Fatal,Robinson R44,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Jabiru J170-D,Instructional,0.0,1.0,0.0,0.0
2021,Incident,Pakistan,Non-Fatal,Airbus A330,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Md 369Ff,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 172N,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2021,Accident,Austria,Non-Fatal,Cessna T303,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172Rg,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Richards Uh-1H,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-18-105 Special,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Aerospatiale As350 B2 Ecureuil,Instructional,0.0,2.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Grumman G-164C,Aerial Application,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,2.0,0.0,0.0
2021,Accident,Germany,Non-Fatal,Piper Pa38,Instructional,0.0,0.0,2.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa-28R-200,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,I.C.A.-Brasov Is-28B2,Instructional,0.0,1.0,1.0,0.0
2021,Accident,Uruguay,Non-Fatal,Weatherly 620B,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Flight Ctls,Instructional,0.0,1.0,0.0,0.0
2021,Accident,United States,Fatal,Air At-502A,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,Brazil,Non-Fatal,Piper Pa25,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,214.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,1.0,0.0,0.0
2021,Accident,United States,Fatal,Gulfstream Aa-5A,Instructional,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 162,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Air At602,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Boeing 737-823,Commercial,0.0,0.0,0.0,166.0
2021,Accident,United States,Non-Fatal,Pipistrel Alpha Trainer,Instructional,0.0,1.0,1.0,0.0
2021,Accident,United States,Fatal,Textron 172S,Instructional,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna R182,Instructional,0.0,1.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 182,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Let L-23 Super Blanik,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Fatal,Beech A23,Instructional,1.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Beech 1900,Business,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 560Xl,Business,0.0,0.0,0.0,5.0
2021,Accident,United States,Non-Fatal,Jabiru J250-Sp,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Diamond Da 40 Ng,Instructional,2.0,0.0,0.0,0.0
2021,Accident,India,Non-Fatal,Boeing 737,Commercial,0.0,1.0,2.0,111.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,1.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa32,Instructional,0.0,0.0,0.0,2.0
2021,Incident,United States,Non-Fatal,Boeing 737-8H4,Commercial,0.0,0.0,0.0,77.0
2021,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Schweizer Sgs 2-33A,Instructional,0.0,0.0,1.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Diamond Da20,Instructional,0.0,2.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Robinson R44 Ii,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Fatal,Cirrus Sr20,Instructional,1.0,0.0,1.0,0.0
2021,Accident,United States,Fatal,Air 502B,Business,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Beech U-8F,Business,0.0,1.0,0.0,0.0
2021,Accident,Norway,Fatal,Robinson R44,Commercial,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Schweizer Sgs 1-26E,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Cessna 150,Instructional,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,2.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 310R,Business,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Air At-502B,Aerial Application,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Grumman G164,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Ayres S2R-T34,Aerial Application,0.0,1.0,0.0,0.0
2021,Incident,Australia,Non-Fatal,Boeing 787-9,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Bell 407,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-161,Instructional,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-180,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Garlick Oh-58A+,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Airbus A321-231,Commercial,0.0,8.0,1.0,185.0
2021,Accident,United States,Non-Fatal,Short Sd-360-300,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Cameron O-120,Business,5.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Robinson R66,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 150H,Instructional,0.0,0.0,2.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-180,Instructional,0.0,1.0,0.0,0.0
2021,Incident,Venezuela,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna A185F,Business,0.0,0.0,0.0,3.0
2021,Accident,United States,Fatal,Cessna 152,Instructional,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Bell 206,Instructional,0.0,3.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Beech 95-A55,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Aeronca 15Ac,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa-18-150,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Boeing 737-275C,Commercial,0.0,1.0,1.0,0.0
2021,Incident,United States,Non-Fatal,Airbus A321-231,Commercial,0.0,0.0,1.0,180.0
2021,Incident,Mexico,Non-Fatal,Boeing 777,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Bell 206L-3,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Air At802,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 150F,Instructional,0.0,0.0,0.0,2.0
2021,Incident,Denmark,Non-Fatal,Airbus A220,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Fatal,Pzl M18,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Air At-401,Aerial Application,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Air At502,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-23,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Aeronca 7Ac,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Robinson R44 Ii,Aerial Application,0.0,1.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Cessna P210,Business,0.0,1.0,0.0,1.0
2021,Incident,Ireland,Non-Fatal,Boeing 787,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Grumman G-164B,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Fatal,Robinson R44,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Robinson R44,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,Turks And Caicos,Non-Fatal,Boeing 737,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Airbus A321-211,Commercial,0.0,0.0,1.0,193.0
2021,Accident,United States,Non-Fatal,Aeronca 7Ac,Instructional,0.0,2.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Costruzioni P2006T,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Air At-802,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 140,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Cessna 172P,Instructional,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 182T,Business,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Alexander Tango Ii,Instructional,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,North At-6F,Instructional,0.0,0.0,0.0,2.0
2021,Incident,Mexico,Non-Fatal,Boeing 737-824,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Schweizer G-164B,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Enstrom 280Fx,Business,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Air At-802A,Aerial Application,0.0,0.0,1.0,0.0
2021,Accident,United States,Fatal,Piper J3C-65,Instructional,1.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Robinson R44 Ii,Aerial Application,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Let L-23 Super Blanik,Instructional,0.0,0.0,1.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-181,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Robinson R44,Aerial Application,0.0,1.0,0.0,0.0
2021,Accident,Russia,Fatal,Tecnam P2002,Instructional,2.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Air At-602,Aerial Application,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Air At-502B,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2021,Incident,United Kingdom,Non-Fatal,Airbus A319,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa-34-200T,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Diamond Da42,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Fatal,Rockwell S2R,Aerial Application,1.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Silverlight Delta Jet-Ii,Instructional,0.0,1.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna 425,Business,0.0,0.0,3.0,0.0
2021,Accident,United States,Non-Fatal,Mcdonnell Md-11F,Commercial,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 180H,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Robinson R22 Beta,Instructional,0.0,1.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Schweizer Sgs 2-33A,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Piper Pa-28-140,Instructional,0.0,1.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Diamond Da-42,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 172R,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Airbus 319-132,Commercial,0.0,0.0,1.0,119.0
2021,Accident,United States,Non-Fatal,Dehavilland Dhc-3,Business,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Cirrus Sf50,Business,0.0,0.0,0.0,4.0
2021,Accident,United States,Non-Fatal,Boeing 737-990Er,Commercial,0.0,3.0,1.0,130.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,1.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Bell 206L-1,Aerial Application,0.0,0.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Piper Pa32,Instructional,0.0,2.0,1.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Boeing 767-332,Commercial,0.0,1.0,1.0,37.0
2021,Accident,United States,Non-Fatal,Raytheon 390,Business,0.0,0.0,0.0,4.0
2021,Accident,United States,Non-Fatal,Cessna 150L,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Bell 206L-3,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Cessna A185F,Instructional,0.0,0.0,0.0,3.0
2021,Accident,United States,Non-Fatal,Cessna 152,Instructional,0.0,1.0,0.0,1.0
2021,Accident,United Kingdom,Non-Fatal,Cessna 172S,Commercial,0.0,0.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172S,Instructional,0.0,2.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Cessna 172P,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Beech C24R,Instructional,0.0,3.0,0.0,0.0
2021,Accident,United States,Non-Fatal,Gordon Rv-6A,Instructional,0.0,0.0,1.0,1.0
2021,Accident,United States,Non-Fatal,Robinson R66,Aerial Application,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Piper Pa-32R-301,Business,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Eurocopter As 350 B2,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Cessna 172,Instructional,0.0,0.0,0.0,1.0
2021,Accident,United States,Non-Fatal,Waco 2T-1A-2,Instructional,0.0,0.0,0.0,2.0
2021,Accident,United States,Non-Fatal,Hughes 369,Aerial Application,0.0,0.0,0.0,1.0
